sample_index,description_id,true_concept,description,k,same_concept_neighbors,purity,random_balanced_label_baseline
39,slot_05__horse__r01__c002,horse,"Tall long-faced grazer carries a pale golden coat beside a flowing cream mane across a sunlit garden path; meanwhile, the viewpoint remains level.",10,6,0.6,0.12280701754385964
40,slot_06__cat__r01__c002,cat,A striped household mouser reveals pointed ears above bright slit-shaped eyes.,10,7,0.7,0.12280701754385964
41,slot_06__dog__r01__c002,dog,A wet dark nose beneath gently folded ears marks a playful backyard digger.,10,5,0.5,0.12280701754385964
42,slot_06__fox__r15__c1123,fox,A sharp-eared orange hunter shows white cheeks and a long narrow snout.,10,5,0.5,0.12280701754385964
43,slot_06__bear__r04__c242,bear,A round-eared forest giant has a wide pale muzzle beneath round listening ears.,10,5,0.5,0.12280701754385964
44,slot_06__wolf__r01__c002,wolf,A social mountain predator has upright triangular ears above an elongated muzzle.,10,0,0.0,0.12280701754385964
45,slot_06__rabbit__r01__c003,rabbit,A long-eared ground forager has broad listening ears framing a compact face.,10,6,0.6,0.12280701754385964
46,slot_06__deer__r01__c005,deer,Branching antlers rising over alert dark eyes defines a white-tailed meadow grazer.,10,8,0.8,0.12280701754385964
47,slot_06__horse__r01__c002,horse,A long face beneath mobile upright ears identifies a swift-maned field traveler.,10,1,0.1,0.12280701754385964
48,slot_07__cat__r01__c001,cat,A whiskered lap companion shows fine cheek whiskers below independently turning ears.,10,10,1.0,0.12280701754385964
49,slot_07__dog__r01__c001,dog,A long scenting muzzle beneath lifted ears identifies a leash-wearing companion.,10,6,0.6,0.12280701754385964
50,slot_07__fox__r01__c001,fox,A red-coated dusk hunter reveals fine whiskers surrounding a compact black nose.,10,6,0.6,0.12280701754385964
51,slot_07__bear__r05__c325,bear,A sensitive dark nose beyond a heavy face marks a thick-furred woodland giant.,10,7,0.7,0.12280701754385964
52,slot_07__wolf__r02__c082,wolf,A forest pack sentinel has a dark nose beyond a pale tapered muzzle.,10,3,0.3,0.12280701754385964
53,slot_07__rabbit__r05__c324,rabbit,A garden nibbler has soft cheeks below tall independently turning ears.,10,6,0.6,0.12280701754385964
54,slot_07__deer__r01__c004,deer,Large rotating ears above a long narrow face marks a large-eared woodland grazer.,10,2,0.2,0.12280701754385964
55,slot_07__horse__r01__c004,horse,A saddle-trained trail companion carries a long face beneath mobile upright ears.,10,4,0.4,0.12280701754385964
56,slot_08__cat__r01__c001,cat,"Against low evening light, pointed ears above bright slit-shaped eyes defines purring room-explorer.",10,5,0.5,0.12280701754385964
57,slot_08__dog__r01__c001,dog,A wet dark nose beneath gently folded ears distinguishes leash-following walking-partner near a calm farmyard.,10,6,0.6,0.12280701754385964
58,slot_08__fox__r11__c802,fox,"A red woodland hunter reveals pointed ears, white cheeks, black whiskers, and a narrow muzzle at close range.",10,5,0.5,0.12280701754385964
59,slot_08__bear__r04__c244,bear,A massive head narrowing toward a prominent nose distinguishes long-clawed wilderness-resident near a misty hillside.,10,3,0.3,0.12280701754385964
60,slot_08__wolf__r04__c245,wolf,Amber eyes set in a broad gray face distinguishes large gray howling pack hunter near an open grassy clearing.,10,8,0.8,0.12280701754385964
61,slot_08__rabbit__r02__c083,rabbit,"Beside a sunlit garden path, compact meadow forager reveals very long upright ears above round side-set eyes.",10,7,0.7,0.12280701754385964
62,slot_08__deer__r01__c002,deer,Spotted forest youngster becomes recognizable through a black nose at the end of a tapered muzzle near a quiet fence line.,10,3,0.3,0.12280701754385964
63,slot_08__horse__r01__c003,horse,Tall long-faced grazer becomes recognizable through a forelock falling between attentive eyes near a calm farmyard.,10,9,0.9,0.12280701754385964
64,slot_09__cat__r01__c002,cat,"A clear view shows striped hearthside-prowler with reflective eyes set in a compact whiskered face, as ground contact stays clear.",10,10,1.0,0.12280701754385964
65,slot_09__dog__r01__c004,dog,"Tongue-out family-companion displays round attentive eyes above a broad nose beside a sunlit garden path, while the posture remains natural.",10,5,0.5,0.12280701754385964
66,slot_09__fox__r01__c002,fox,"Beside a broad dirt trail, bushy-tailed den-visitor reveals white cheek markings beneath alert pointed ears; its full body stays visible.",10,2,0.2,0.12280701754385964
67,slot_09__bear__r08__c569,bear,"Beneath soft overcast light, round-eared timberland-giant becomes recognizable through a massive head narrowing toward a prominent nose, while ground contact stays clear.",10,7,0.7,0.12280701754385964
68,slot_09__wolf__r02__c081,wolf,"A clear view shows sharp-eared snow traveler with a dark nose beyond a pale tapered muzzle, as the setting supports the behavior.",10,9,0.9,0.12280701754385964
69,slot_09__rabbit__r02__c085,rabbit,"Very long upright ears above round side-set eyes distinguishes soft-coated burrow dweller near low evening light, where its full body stays visible.",10,8,0.8,0.12280701754385964
70,slot_09__deer__r01__c001,deer,"Split-hoofed trail visitor displays branching antlers rising over alert dark eyes beside a shaded woodland edge, while soft light preserves surface detail.",10,10,1.0,0.12280701754385964
71,slot_09__horse__r01__c001,horse,"A clear view shows saddle-trained trail companion with large dark eyes beside a broad soft muzzle, as surrounding plants provide scale.",10,5,0.5,0.12280701754385964
72,slot_10__cat__r01__c002,cat,"Fine cheek whiskers below independently turning ears distinguishes whiskered house-prowler near a patch of dense brush, where the background preserves its outline.",10,9,0.9,0.12280701754385964
73,slot_10__dog__r01__c002,dog,"Within a rocky meadow, wagging household-companion demonstrates a long scenting muzzle beneath lifted ears, where the pose shows balanced proportions.",10,2,0.2,0.12280701754385964
74,slot_10__fox__r01__c002,fox,"Red-coated woodland-hunter displays fine whiskers surrounding a compact black nose beside a shaded woodland edge, while the posture remains natural.",10,4,0.4,0.12280701754385964
75,slot_10__bear__r09__c649,bear,"While facing the open trail, powerful berry-gatherer becomes recognizable through a sensitive dark nose beyond a heavy face, while the background preserves its outline.",10,8,0.8,0.12280701754385964
76,slot_10__wolf__r04__c241,wolf,"Broad-pawed northern pack tracker carries upright triangular ears above an elongated muzzle across soft morning light; meanwhile, the pose shows balanced proportions.",10,5,0.5,0.12280701754385964
77,slot_10__rabbit__r02__c081,rabbit,"Within a quiet fence line, long-eared meadow grazer demonstrates large dark eyes and a split upper lip, where the posture remains natural.",10,7,0.7,0.12280701754385964
78,slot_10__deer__r01__c002,deer,"Antlered woodland browser carries a pale throat below a fine-boned woodland face across a calm farmyard; meanwhile, the viewpoint remains level.",10,10,1.0,0.12280701754385964
79,slot_10__horse__r01__c002,horse,"Against soft morning light, a forelock falling between attentive eyes defines long-maned pasture runner; ground contact stays clear.",10,5,0.5,0.12280701754385964
80,slot_11__cat__r01__c007,cat,A striped household mouser has quiet padded paws beneath flexible forelegs.,10,10,1.0,0.12280701754385964
81,slot_11__dog__r01__c002,dog,A panting ball retriever carries broad padded paws beneath sturdy running legs.,10,8,0.8,0.12280701754385964
82,slot_11__fox__r01__c001,fox,A narrow-muzzled night prowler has small black feet beneath narrow lower legs.,10,4,0.4,0.12280701754385964
83,slot_11__bear__r01__c004,bear,A powerful berry gatherer carries thick muscular legs supporting deliberate steps.,10,8,0.8,0.12280701754385964
84,slot_11__wolf__r04__c242,wolf,A bushy-tailed pack tracker shows dark padded feet supporting a steady trot.,10,6,0.6,0.12280701754385964
85,slot_11__rabbit__r01__c002,rabbit,A hind-legged field nibbler shows oversized hind feet behind small front paws.,10,1,0.1,0.12280701754385964
86,slot_11__deer__r01__c001,deer,A split-hoofed forest visitor reveals small cloven feet beneath lean brown limbs.,10,8,0.8,0.12280701754385964
87,slot_11__horse__r01__c002,horse,A saddle-trained trail companion reveals long lower legs ending in single hard hooves.,10,8,0.8,0.12280701754385964
88,slot_12__cat__r01__c005,cat,A long balancing tail behind springing hind legs defines an upright-tailed lap companion.,10,3,0.3,0.12280701754385964
89,slot_12__dog__r02__c082,dog,A broad-pawed walking partner carries straight forelegs supporting a ready stance.,10,5,0.5,0.12280701754385964
90,slot_12__fox__r02__c081,fox,A bushy-tailed den visitor has dark lower legs ending in light quick paws.,10,7,0.7,0.12280701754385964
91,slot_12__bear__r02__c082,bear,A bulky streamside fisher has heavy hind limbs behind a very short tail.,10,4,0.4,0.12280701754385964
92,slot_12__wolf__r04__c243,wolf,A wild gray pack hunter carries a low bushy tail behind powerful hindquarters.,10,8,0.8,0.12280701754385964
93,slot_12__rabbit__r04__c243,rabbit,Powerful folded rear legs beneath a round body defines a long-eared grazer.,10,6,0.6,0.12280701754385964
94,slot_12__deer__r02__c081,deer,A branch-antlered visitor reveals slender legs ending in dark split hooves.,10,10,1.0,0.12280701754385964
95,slot_12__horse__r01__c002,horse,A flowing tail behind powerful hindquarters is visible on a bridled stable companion.,10,9,0.9,0.12280701754385964
96,slot_13__cat__r02__c082,cat,Whiskered house-prowler displays small rounded feet placed in a narrow walking line beside low evening light.,10,5,0.5,0.12280701754385964
97,slot_13__dog__r01__c002,dog,Straight forelegs supporting a ready stance distinguishes tongue-out family-companion near a calm farmyard.,10,7,0.7,0.12280701754385964
98,slot_13__fox__r01__c002,fox,"Within soft morning light, amber-eyed meadow-prowler demonstrates slender springing limbs suited to sudden pounces.",10,9,0.9,0.12280701754385964
99,slot_13__bear__r01__c004,bear,Long curved claws extending beyond dark toe pads distinguishes round-eared timberland-giant near a shaded woodland edge.,10,6,0.6,0.12280701754385964
100,slot_13__wolf__r03__c161,wolf,Gray pack hunter displays large snow-spreading feet and straight forelegs beside a narrow riverside path.,10,9,0.9,0.12280701754385964
101,slot_13__rabbit__r05__c321,rabbit,"Within an open grassy clearing, twitch-nosed clover nibbler demonstrates long hind limbs prepared for sudden bounds.",10,6,0.6,0.12280701754385964
102,slot_13__deer__r01__c002,deer,"Beside a broad dirt trail, branch-antlered woodland traveler reveals long delicate forelegs built for quiet stepping.",10,10,1.0,0.12280701754385964
103,slot_13__horse__r01__c002,horse,Swift-maned open-field runner carries muscular legs with dark hair above each hoof across a narrow riverside path.,10,8,0.8,0.12280701754385964
104,slot_14__cat__r01__c001,cat,"Beside a misty hillside, pointed-eared lap-companion reveals curved retractable claws hidden above soft toe pads; nearby tracks indicate scale.",10,4,0.4,0.12280701754385964
105,slot_14__dog__r01__c001,dog,"Collar-wearing yard-guardian carries a wagging tail extending from strong hindquarters across a patch of dense brush; meanwhile, the viewpoint remains level.",10,7,0.7,0.12280701754385964
106,slot_14__fox__r01__c002,fox,"Narrow-muzzled dusk-prowler carries small black feet beneath narrow lower legs across a pale winter field; meanwhile, soft light preserves surface detail.",10,8,0.8,0.12280701754385964
107,slot_14__bear__r04__c241,bear,"Within a shaded woodland edge, thick-furred cave-sleeper demonstrates thick muscular legs supporting deliberate steps, where the setting supports the behavior.",10,3,0.3,0.12280701754385964
108,slot_14__wolf__r04__c245,wolf,"Thick-coated howling sentinel carries large snow-spreading feet and straight forelegs across soft morning light; meanwhile, its full body stays visible.",10,6,0.6,0.12280701754385964
109,slot_14__rabbit__r01__c001,rabbit,"Soft-coated burrow dweller displays powerful folded rear legs beneath a round body beside a sunlit garden path, while soft light preserves surface detail.",10,8,0.8,0.12280701754385964
110,slot_14__deer__r01__c001,deer,"A clear view shows slender-legged forest grazer with a raised white tail above springing hind legs, as surrounding plants provide scale.",10,6,0.6,0.12280701754385964
111,slot_14__horse__r01__c003,horse,"Single-hoofed riding companion displays long lower legs ending in single hard hooves beside a patch of dense brush, while the viewpoint remains level.",10,9,0.9,0.12280701754385964
112,slot_15__cat__r03__c162,cat,"Against scattered autumn leaves, curved retractable claws hidden above soft toe pads defines striped hearthside-prowler; the pose shows balanced proportions.",10,8,0.8,0.12280701754385964
113,slot_15__dog__r01__c003,dog,"Within a rocky meadow, floppy-eared home-guardian demonstrates a wagging tail extending from strong hindquarters, where nearby tracks indicate scale.",10,4,0.4,0.12280701754385964
